student_id,name,gender,university,degree_program,year_of_study,interests,career_goal,skill_level,location,email,gpa,preferred_mentor_location,learning_preference,mentorship_goals,preferred_communication_style,languages,available_hours
S162,Student_162,Female,University of Colombo,Data Science,2,Networking,Software Engineer,Intermediate,Colombo,student_162@student.edu,3.46,remote_only,kinesthetic,research_guidance,structured,English,9
S163,Student_163,Male,IIT Sri Lanka,Cybersecurity,4,Networking,Data Scientist,Beginner,Gampaha,student_163@student.edu,3.89,remote_only,reading,job_search,casual,"English,Tamil",3
S164,Student_164,Male,University of Colombo,IT,1,Data Science,Software Engineer,Intermediate,Gampaha,student_164@student.edu,3.69,any,reading,networking,formal,English,7
S165,Student_165,Female,NSBM,SE,2,Business IT,Lecturer,Intermediate,Gampaha,student_165@student.edu,2.76,same_city,kinesthetic,research_guidance,formal,"English,Tamil",1
S166,Student_166,Male,University of Peradeniya,Cybersecurity,4,Software Engineering,Data Scientist,Intermediate,Gampaha,student_166@student.edu,3.03,same_university,reading,career_guidance,casual,English,5
S167,Student_167,Male,NSBM,IT,3,Software Engineering,Data Scientist,Beginner,Galle,student_167@student.edu,2.53,any,auditory,career_guidance,structured,English,4
S168,Student_168,Female,NSBM,SE,3,AI/ML,Data Scientist,Beginner,Galle,student_168@student.edu,2.62,remote_only,visual,networking,structured,"English,Tamil",6
S169,Student_169,Male,University of Peradeniya,Data Science,3,Business IT,Security Analyst,Intermediate,Kandy,student_169@student.edu,3.62,same_university,visual,research_guidance,flexible,"English,Sinhala",5
S170,Student_170,Male,IIT Sri Lanka,Data Science,2,Data Science,Data Scientist,Beginner,Kandy,student_170@student.edu,3.11,remote_only,kinesthetic,research_guidance,formal,"English,Tamil",8
S171,Student_171,Female,IIT Sri Lanka,Cybersecurity,4,Business IT,Software Engineer,Intermediate,Kandy,student_171@student.edu,3.37,remote_only,reading,networking,casual,"English,Sinhala",2
S172,Student_172,Female,SLIIT,Cybersecurity,3,Business IT,Software Engineer,Advanced,Kurunegala,student_172@student.edu,3.35,remote_only,auditory,networking,structured,English,9
S173,Student_173,Male,University of Kelaniya,SE,4,Software Engineering,Security Analyst,Intermediate,Galle,student_173@student.edu,3.79,same_university,kinesthetic,career_guidance,flexible,"English,Sinhala",9
S174,Student_174,Male,University of Peradeniya,SE,1,Business IT,Software Engineer,Beginner,Gampaha,student_174@student.edu,3.08,same_university,reading,career_guidance,flexible,"English,Sinhala",5
S175,Student_175,Male,University of Kelaniya,SE,2,Software Engineering,Software Engineer,Advanced,Kandy,student_175@student.edu,2.81,same_university,visual,networking,flexible,"English,Sinhala",4
S176,Student_176,Male,University of Moratuwa,CS,2,Networking,Security Analyst,Beginner,Kandy,student_176@student.edu,3.62,any,reading,networking,flexible,English,7
S177,Student_177,Male,University of Moratuwa,Data Science,1,Software Engineering,Data Scientist,Advanced,Kurunegala,student_177@student.edu,2.91,any,visual,research_guidance,flexible,"English,Tamil",6
S178,Student_178,Male,University of Moratuwa,Cybersecurity,4,Data Science,Data Scientist,Intermediate,Kandy,student_178@student.edu,3.05,same_university,visual,career_guidance,structured,English,4
S179,Student_179,Female,NSBM,Data Science,3,Cybersecurity,Security Analyst,Intermediate,Kurunegala,student_179@student.edu,3.72,same_university,kinesthetic,networking,structured,"English,Sinhala",4
S180,Student_180,Male,IIT Sri Lanka,CS,3,Software Engineering,Security Analyst,Advanced,Kandy,student_180@student.edu,2.64,same_university,auditory,job_search,formal,"English,Sinhala",8
S181,Student_181,Male,SLIIT,CS,4,AI/ML,Data Scientist,Advanced,Gampaha,student_181@student.edu,2.89,same_city,auditory,job_search,casual,"English,Sinhala",3
S182,Student_182,Female,IIT Sri Lanka,Data Science,1,Networking,Data Scientist,Intermediate,Kandy,student_182@student.edu,3.69,same_university,visual,career_guidance,casual,"English,Sinhala",9
S183,Student_183,Female,University of Peradeniya,CS,4,Cybersecurity,Lecturer,Beginner,Gampaha,student_183@student.edu,2.75,same_city,visual,research_guidance,casual,English,7
S184,Student_184,Male,IIT Sri Lanka,CS,3,AI/ML,Security Analyst,Beginner,Kandy,student_184@student.edu,2.7,remote_only,kinesthetic,career_guidance,structured,English,3
S185,Student_185,Male,University of Moratuwa,Data Science,2,Software Engineering,Software Engineer,Intermediate,Kurunegala,student_185@student.edu,3.51,same_city,visual,research_guidance,formal,English,3
S186,Student_186,Male,University of Moratuwa,Cybersecurity,3,Networking,Lecturer,Intermediate,Kurunegala,student_186@student.edu,3.79,same_city,kinesthetic,career_guidance,flexible,"English,Tamil",6
S187,Student_187,Male,University of Peradeniya,Cybersecurity,1,Networking,Data Scientist,Intermediate,Gampaha,student_187@student.edu,3.91,same_city,visual,career_guidance,structured,"English,Tamil",7
S188,Student_188,Female,NSBM,IT,4,Cybersecurity,Data Scientist,Intermediate,Gampaha,student_188@student.edu,3.24,same_city,visual,career_guidance,formal,"English,Tamil",9
S189,Student_189,Female,University of Colombo,IT,1,Cybersecurity,Software Engineer,Beginner,Kurunegala,student_189@student.edu,2.96,same_city,reading,job_search,flexible,English,2
S190,Student_190,Male,University of Colombo,Data Science,1,Software Engineering,Lecturer,Advanced,Kurunegala,student_190@student.edu,2.95,remote_only,visual,job_search,casual,"English,Sinhala",8
S191,Student_191,Female,University of Moratuwa,CS,4,Business IT,Lecturer,Beginner,Gampaha,student_191@student.edu,3.77,same_city,visual,research_guidance,structured,"English,Sinhala",2
S192,Student_192,Male,University of Peradeniya,Cybersecurity,1,Software Engineering,Security Analyst,Advanced,Gampaha,student_192@student.edu,3.86,same_university,visual,job_search,structured,"English,Tamil",8
S193,Student_193,Male,University of Kelaniya,IT,1,Business IT,Security Analyst,Advanced,Gampaha,student_193@student.edu,2.8,same_city,auditory,research_guidance,casual,"English,Sinhala",9
S194,Student_194,Female,University of Kelaniya,SE,4,Software Engineering,Data Scientist,Advanced,Kandy,student_194@student.edu,2.67,remote_only,auditory,networking,flexible,"English,Sinhala",6
S195,Student_195,Male,SLIIT,CS,1,Networking,Lecturer,Advanced,Gampaha,student_195@student.edu,3.75,remote_only,reading,research_guidance,flexible,"English,Tamil",2
S196,Student_196,Male,University of Moratuwa,IT,1,Cybersecurity,Lecturer,Intermediate,Kandy,student_196@student.edu,3.48,same_university,kinesthetic,skill_development,formal,English,9
S197,Student_197,Female,University of Kelaniya,Data Science,1,Cybersecurity,Security Analyst,Intermediate,Galle,student_197@student.edu,2.96,same_city,auditory,research_guidance,formal,"English,Sinhala",5
S198,Student_198,Female,University of Peradeniya,Cybersecurity,4,Business IT,Lecturer,Beginner,Gampaha,student_198@student.edu,2.83,any,kinesthetic,career_guidance,casual,"English,Tamil",5
S199,Student_199,Female,IIT Sri Lanka,SE,4,Data Science,Security Analyst,Intermediate,Gampaha,student_199@student.edu,3.08,same_university,kinesthetic,skill_development,structured,"English,Sinhala",3
S200,Student_200,Male,University of Kelaniya,IT,3,AI/ML,Software Engineer,Beginner,Gampaha,student_200@student.edu,3.18,same_university,visual,skill_development,flexible,English,2
S201,Student_201,Female,NSBM,SE,1,Software Engineering,Security Analyst,Intermediate,Colombo,student_201@student.edu,3.55,any,visual,job_search,casual,"English,Tamil",3
S202,Student_202,Female,University of Peradeniya,IT,2,Business IT,Software Engineer,Intermediate,Galle,student_202@student.edu,2.54,any,reading,job_search,casual,English,8
S203,Student_203,Male,SLIIT,SE,4,Cybersecurity,Security Analyst,Advanced,Gampaha,student_203@student.edu,3.19,any,visual,networking,structured,"English,Sinhala",5
S204,Student_204,Male,University of Peradeniya,IT,3,Software Engineering,Data Scientist,Beginner,Kurunegala,student_204@student.edu,3.07,same_city,auditory,skill_development,casual,"English,Tamil",2
S205,Student_205,Male,University of Peradeniya,Data Science,4,Cybersecurity,Data Scientist,Beginner,Kandy,student_205@student.edu,2.88,any,reading,job_search,structured,"English,Sinhala",9
S206,Student_206,Female,SLIIT,Data Science,3,AI/ML,Security Analyst,Intermediate,Kandy,student_206@student.edu,2.81,any,visual,career_guidance,formal,"English,Sinhala",9
S207,Student_207,Male,University of Peradeniya,IT,4,Networking,Security Analyst,Intermediate,Colombo,student_207@student.edu,3.47,same_university,kinesthetic,networking,flexible,"English,Tamil",8
S208,Student_208,Female,University of Kelaniya,SE,3,Business IT,Security Analyst,Beginner,Gampaha,student_208@student.edu,3.45,any,auditory,job_search,formal,"English,Sinhala",9
S209,Student_209,Female,University of Kelaniya,IT,3,AI/ML,Security Analyst,Intermediate,Galle,student_209@student.edu,3.71,remote_only,visual,skill_development,flexible,English,9
S210,Student_210,Male,NSBM,Data Science,3,Business IT,Lecturer,Advanced,Galle,student_210@student.edu,2.65,remote_only,visual,networking,formal,English,2
S211,Student_211,Female,University of Kelaniya,Cybersecurity,1,Business IT,Lecturer,Intermediate,Colombo,student_211@student.edu,3.79,any,auditory,skill_development,formal,"English,Tamil",9
S212,Student_212,Male,University of Peradeniya,SE,2,Networking,Security Analyst,Advanced,Gampaha,student_212@student.edu,3.25,remote_only,visual,career_guidance,flexible,"English,Sinhala",3
S213,Student_213,Male,IIT Sri Lanka,IT,2,Cybersecurity,Security Analyst,Advanced,Kurunegala,student_213@student.edu,3.44,same_city,auditory,research_guidance,flexible,"English,Sinhala",3
S214,Student_214,Male,University of Kelaniya,CS,3,Business IT,Data Scientist,Advanced,Gampaha,student_214@student.edu,3.88,same_university,auditory,career_guidance,formal,"English,Sinhala",9
S215,Student_215,Female,University of Colombo,SE,3,Business IT,Data Scientist,Advanced,Galle,student_215@student.edu,3.64,any,kinesthetic,skill_development,casual,English,1
S216,Student_216,Male,NSBM,IT,4,Cybersecurity,Data Scientist,Intermediate,Gampaha,student_216@student.edu,2.69,same_city,auditory,research_guidance,casual,"English,Tamil",1
S217,Student_217,Female,University of Kelaniya,IT,3,Networking,Data Scientist,Advanced,Kandy,student_217@student.edu,3.29,same_city,reading,networking,structured,"English,Sinhala",3
S218,Student_218,Male,IIT Sri Lanka,Data Science,2,Cybersecurity,Security Analyst,Beginner,Galle,student_218@student.edu,3.68,any,kinesthetic,career_guidance,flexible,English,9
S219,Student_219,Female,IIT Sri Lanka,CS,2,Software Engineering,Security Analyst,Advanced,Kandy,student_219@student.edu,3.12,any,auditory,networking,formal,"English,Tamil",3
S220,Student_220,Male,University of Kelaniya,SE,3,Data Science,Lecturer,Beginner,Kandy,student_220@student.edu,2.78,any,auditory,skill_development,formal,"English,Tamil",9
S221,Student_221,Male,University of Moratuwa,Cybersecurity,4,Data Science,Security Analyst,Advanced,Kandy,student_221@student.edu,3.94,same_university,kinesthetic,networking,casual,English,2
S222,Student_222,Female,University of Colombo,IT,4,Software Engineering,Lecturer,Advanced,Galle,student_222@student.edu,3.0,same_university,kinesthetic,skill_development,structured,"English,Sinhala",1
S223,Student_223,Female,SLIIT,CS,2,Cybersecurity,Software Engineer,Advanced,Kandy,student_223@student.edu,3.49,remote_only,visual,skill_development,flexible,"English,Tamil",3
S224,Student_224,Male,SLIIT,CS,4,Data Science,Software Engineer,Advanced,Colombo,student_224@student.edu,3.41,same_city,auditory,job_search,flexible,"English,Tamil",9
S225,Student_225,Female,University of Colombo,Cybersecurity,2,Software Engineering,Data Scientist,Advanced,Kurunegala,student_225@student.edu,2.61,remote_only,auditory,skill_development,casual,"English,Tamil",8
S226,Student_226,Female,IIT Sri Lanka,SE,1,Data Science,Security Analyst,Intermediate,Colombo,student_226@student.edu,3.75,any,kinesthetic,networking,structured,English,7
S227,Student_227,Male,University of Moratuwa,Data Science,1,AI/ML,Security Analyst,Beginner,Gampaha,student_227@student.edu,3.57,same_university,visual,job_search,structured,English,6
S228,Student_228,Male,University of Kelaniya,IT,2,Business IT,Lecturer,Intermediate,Kurunegala,student_228@student.edu,3.13,same_city,auditory,skill_development,flexible,"English,Tamil",9
S229,Student_229,Female,NSBM,IT,2,Networking,Security Analyst,Advanced,Colombo,student_229@student.edu,2.84,same_city,reading,career_guidance,casual,"English,Sinhala",7
S230,Student_230,Male,University of Moratuwa,SE,2,Data Science,Data Scientist,Intermediate,Kurunegala,student_230@student.edu,3.94,any,visual,networking,formal,"English,Tamil",9
S231,Student_231,Female,University of Moratuwa,Cybersecurity,1,Software Engineering,Software Engineer,Advanced,Kurunegala,student_231@student.edu,2.98,any,kinesthetic,skill_development,structured,"English,Sinhala",4
S232,Student_232,Female,University of Colombo,Data Science,1,Software Engineering,Lecturer,Beginner,Kurunegala,student_232@student.edu,2.68,remote_only,reading,job_search,casual,"English,Tamil",2
S233,Student_233,Male,University of Kelaniya,SE,3,Data Science,Software Engineer,Intermediate,Kurunegala,student_233@student.edu,3.82,remote_only,visual,career_guidance,flexible,"English,Sinhala",4
S234,Student_234,Female,SLIIT,SE,2,Business IT,Security Analyst,Beginner,Colombo,student_234@student.edu,3.68,remote_only,reading,career_guidance,formal,English,6
S235,Student_235,Male,University of Kelaniya,IT,1,Cybersecurity,Data Scientist,Beginner,Galle,student_235@student.edu,3.6,same_university,reading,job_search,casual,"English,Sinhala",3
S236,Student_236,Female,IIT Sri Lanka,Cybersecurity,2,Networking,Security Analyst,Intermediate,Gampaha,student_236@student.edu,3.06,same_university,visual,skill_development,structured,English,3
S237,Student_237,Male,University of Colombo,Data Science,1,Cybersecurity,Software Engineer,Beginner,Galle,student_237@student.edu,3.82,same_university,kinesthetic,skill_development,formal,"English,Tamil",3
S238,Student_238,Male,University of Colombo,Data Science,3,Cybersecurity,Security Analyst,Advanced,Gampaha,student_238@student.edu,3.88,remote_only,kinesthetic,networking,structured,English,9
S239,Student_239,Female,NSBM,SE,4,Business IT,Data Scientist,Beginner,Kandy,student_239@student.edu,3.52,remote_only,kinesthetic,job_search,casual,"English,Sinhala",4
S240,Student_240,Male,SLIIT,Cybersecurity,3,Networking,Data Scientist,Intermediate,Colombo,student_240@student.edu,2.98,same_city,kinesthetic,networking,flexible,English,7
S241,Student_241,Female,SLIIT,SE,3,Business IT,Security Analyst,Beginner,Colombo,student_241@student.edu,3.7,remote_only,reading,networking,structured,English,6
S242,Student_242,Male,University of Kelaniya,Data Science,3,Data Science,Software Engineer,Advanced,Galle,student_242@student.edu,2.73,same_city,visual,career_guidance,structured,"English,Sinhala",8
S243,Student_243,Male,University of Moratuwa,SE,1,Software Engineering,Software Engineer,Advanced,Kurunegala,student_243@student.edu,2.8,same_university,auditory,networking,flexible,English,4
S244,Student_244,Female,University of Kelaniya,Data Science,4,Cybersecurity,Data Scientist,Advanced,Colombo,student_244@student.edu,3.31,same_city,kinesthetic,networking,structured,"English,Sinhala",5
S245,Student_245,Female,SLIIT,Data Science,4,Networking,Software Engineer,Advanced,Gampaha,student_245@student.edu,3.2,remote_only,kinesthetic,research_guidance,structured,"English,Sinhala",4
S246,Student_246,Female,NSBM,Cybersecurity,2,AI/ML,Software Engineer,Beginner,Gampaha,student_246@student.edu,3.53,remote_only,visual,research_guidance,formal,"English,Sinhala",5
