mentor_id,name,gender,university,industry_role,domain,experience_years,skills,location,document_score,interview_score,verification_level,email,linkedin_profile,availability_hours,mentoring_style,languages,combined_verification_score,response_rate,average_rating,mentorship_capacity,current_mentees,total_sessions,alumni_source
M107,Mentor_107,Female,IIT Sri Lanka,Data Scientist,Networking,17,"Cloud Computing,Python,Data Analysis",Kurunegala,79.0,50.0,Bronze,mentor_107@university.edu,https://linkedin.com/in/mentor_107,11,casual,"English,Tamil",76.44,0.74,4.28,,,,
M108,Mentor_108,Male,NSBM,Lecturer,Networking,13,"Java,Machine Learning,Cloud Computing",Colombo,94.0,61.0,Gold,mentor_108@university.edu,https://linkedin.com/in/mentor_108,7,flexible,English,92.37,0.88,4.38,,,,
M109,Mentor_109,Female,NSBM,Lecturer,Networking,2,"Data Analysis,Machine Learning,Python",Kandy,88.0,90.0,Gold,mentor_109@university.edu,https://linkedin.com/in/mentor_109,19,structured,"English,Sinhala",65.99,0.73,4.81,,,,
M110,Mentor_110,Female,University of Moratuwa,Lecturer,Business IT,4,"Python,Cybersecurity,Data Analysis",Kandy,95.0,97.0,Silver,mentor_110@university.edu,https://linkedin.com/in/mentor_110,11,casual,"English,Tamil",66.84,0.71,4.03,,,,
M111,Mentor_111,Male,IIT Sri Lanka,Lecturer,AI/ML,7,"Java,Data Analysis,Cybersecurity",Kurunegala,67.0,90.0,Gold,mentor_111@university.edu,https://linkedin.com/in/mentor_111,9,formal,"English,Tamil",70.63,0.8,3.89,,,,
M112,Mentor_112,Male,University of Colombo,Consultant,Networking,10,"Data Analysis,Cloud Computing,Java",Colombo,62.0,54.0,Gold,mentor_112@university.edu,https://linkedin.com/in/mentor_112,16,formal,English,94.39,0.83,4.62,,,,
M113,Mentor_113,Male,NSBM,Lecturer,Networking,15,"Machine Learning,Cloud Computing,Java",Gampaha,68.0,98.0,Silver,mentor_113@university.edu,https://linkedin.com/in/mentor_113,13,casual,"English,Tamil",80.29,0.91,3.99,,,,
M114,Mentor_114,Female,University of Moratuwa,Lecturer,Software Engineering,12,"Java,Machine Learning,Cybersecurity",Galle,86.0,80.0,Silver,mentor_114@university.edu,https://linkedin.com/in/mentor_114,9,casual,"English,Sinhala",75.12,0.84,4.77,,,,
M115,Mentor_115,Female,University of Kelaniya,Lecturer,Data Science,19,"Data Analysis,Python,Java",Gampaha,70.0,91.0,Silver,mentor_115@university.edu,https://linkedin.com/in/mentor_115,2,formal,"English,Tamil",83.81,0.75,4.74,,,,
M116,Mentor_116,Male,SLIIT,Software Engineer,Data Science,11,"Cloud Computing,Data Analysis,Java",Galle,56.0,71.0,Silver,mentor_116@university.edu,https://linkedin.com/in/mentor_116,5,structured,English,72.78,0.81,4.35,,,,
M117,Mentor_117,Male,University of Kelaniya,Data Scientist,Cybersecurity,17,"Data Analysis,Java,Machine Learning",Kandy,59.0,88.0,Bronze,mentor_117@university.edu,https://linkedin.com/in/mentor_117,17,flexible,English,66.64,0.73,4.4,,,,
M118,Mentor_118,Male,University of Kelaniya,Software Engineer,Networking,7,"Machine Learning,Cloud Computing,Cybersecurity",Kandy,79.0,68.0,Gold,mentor_118@university.edu,https://linkedin.com/in/mentor_118,5,casual,"English,Sinhala",78.28,0.75,4.6,,,,
M119,Mentor_119,Male,University of Kelaniya,Lecturer,Business IT,8,"Machine Learning,Python,Cybersecurity",Kandy,50.0,56.0,Gold,mentor_119@university.edu,https://linkedin.com/in/mentor_119,6,flexible,"English,Sinhala",75.11,0.72,4.91,,,,
M120,Mentor_120,Male,University of Kelaniya,Lecturer,Software Engineering,8,"Cloud Computing,Machine Learning,Python",Gampaha,73.0,81.0,Gold,mentor_120@university.edu,https://linkedin.com/in/mentor_120,19,structured,English,92.22,0.93,4.71,,,,
M121,Mentor_121,Female,NSBM,Lecturer,Data Science,7,"Cybersecurity,Java,Python",Colombo,56.0,54.0,Bronze,mentor_121@university.edu,https://linkedin.com/in/mentor_121,16,flexible,English,69.11,0.86,3.64,,,,
M122,Mentor_122,Male,University of Colombo,Lecturer,Software Engineering,13,"Data Analysis,Machine Learning,Java",Gampaha,100.0,90.0,Gold,mentor_122@university.edu,https://linkedin.com/in/mentor_122,7,casual,"English,Sinhala",92.97,0.94,4.18,,,,
M123,Mentor_123,Female,University of Moratuwa,Consultant,Data Science,13,"Cybersecurity,Machine Learning,Data Analysis",Kandy,71.0,62.0,Bronze,mentor_123@university.edu,https://linkedin.com/in/mentor_123,7,casual,"English,Sinhala",63.02,0.92,3.86,,,,
M124,Mentor_124,Female,University of Kelaniya,Data Scientist,Networking,20,"Java,Data Analysis,Cloud Computing",Colombo,100.0,92.0,Gold,mentor_124@university.edu,https://linkedin.com/in/mentor_124,19,formal,"English,Tamil",82.52,0.79,3.76,,,,
M125,Mentor_125,Male,University of Kelaniya,Software Engineer,Cybersecurity,5,"Cloud Computing,Data Analysis,Java",Galle,58.0,67.0,Bronze,mentor_125@university.edu,https://linkedin.com/in/mentor_125,2,formal,"English,Sinhala",72.15,0.71,3.63,,,,
M126,Mentor_126,Female,NSBM,Software Engineer,Cybersecurity,6,"Python,Cloud Computing,Cybersecurity",Gampaha,63.0,68.0,Bronze,mentor_126@university.edu,https://linkedin.com/in/mentor_126,12,formal,"English,Tamil",75.28,0.77,4.05,,,,
M127,Mentor_127,Female,NSBM,Consultant,Data Science,2,"Cloud Computing,Python,Data Analysis",Colombo,87.0,87.0,Silver,mentor_127@university.edu,https://linkedin.com/in/mentor_127,17,flexible,"English,Tamil",94.96,0.81,4.85,,,,
M128,Mentor_128,Female,University of Colombo,Software Engineer,Software Engineering,9,"Python,Java,Cybersecurity",Kandy,56.0,94.0,Silver,mentor_128@university.edu,https://linkedin.com/in/mentor_128,12,formal,"English,Sinhala",79.15,0.98,3.81,,,,
M129,Mentor_129,Male,University of Moratuwa,Consultant,AI/ML,18,"Machine Learning,Cloud Computing,Data Analysis",Gampaha,99.0,87.0,Gold,mentor_129@university.edu,https://linkedin.com/in/mentor_129,2,flexible,English,66.53,0.94,3.97,,,,
M130,Mentor_130,Male,University of Colombo,Software Engineer,AI/ML,18,"Cloud Computing,Cybersecurity,Java",Kandy,53.0,61.0,Gold,mentor_130@university.edu,https://linkedin.com/in/mentor_130,11,flexible,English,67.75,0.74,4.27,,,,
M131,Mentor_131,Female,University of Peradeniya,Software Engineer,Software Engineering,10,"Machine Learning,Python,Data Analysis",Galle,75.0,56.0,Silver,mentor_131@university.edu,https://linkedin.com/in/mentor_131,8,structured,"English,Tamil",94.33,0.73,3.85,,,,
M132,Mentor_132,Male,University of Colombo,Consultant,Data Science,10,"Python,Data Analysis,Cybersecurity",Gampaha,89.0,69.0,Bronze,mentor_132@university.edu,https://linkedin.com/in/mentor_132,4,flexible,"English,Sinhala",76.21,0.76,4.92,,,,
M133,Mentor_133,Male,NSBM,Consultant,Cybersecurity,9,"Java,Cloud Computing,Machine Learning",Kurunegala,59.0,81.0,Gold,mentor_133@university.edu,https://linkedin.com/in/mentor_133,12,casual,"English,Tamil",91.49,0.8,4.82,,,,
M134,Mentor_134,Male,University of Colombo,Software Engineer,Networking,12,"Machine Learning,Data Analysis,Python",Galle,78.0,64.0,Silver,mentor_134@university.edu,https://linkedin.com/in/mentor_134,15,casual,English,89.16,0.78,4.6,,,,
M135,Mentor_135,Male,University of Colombo,Consultant,AI/ML,5,"Machine Learning,Python,Cybersecurity",Kandy,53.0,79.0,Bronze,mentor_135@university.edu,https://linkedin.com/in/mentor_135,10,structured,English,76.55,0.77,4.69,,,,
M136,Mentor_136,Female,University of Kelaniya,Software Engineer,Data Science,3,"Data Analysis,Cybersecurity,Java",Kandy,82.0,51.0,Silver,mentor_136@university.edu,https://linkedin.com/in/mentor_136,17,casual,"English,Sinhala",77.63,0.95,3.93,,,,
M137,Mentor_137,Male,University of Moratuwa,Data Scientist,AI/ML,8,"Cybersecurity,Data Analysis,Java",Galle,51.0,99.0,Bronze,mentor_137@university.edu,https://linkedin.com/in/mentor_137,11,structured,English,69.49,0.87,4.77,,,,
M138,Mentor_138,Male,NSBM,Lecturer,Software Engineering,6,"Cloud Computing,Machine Learning,Java",Kurunegala,96.0,73.0,Silver,mentor_138@university.edu,https://linkedin.com/in/mentor_138,7,formal,"English,Sinhala",76.87,0.91,4.92,,,,
M139,Mentor_139,Female,University of Colombo,Data Scientist,Software Engineering,18,"Data Analysis,Java,Python",Galle,50.0,66.0,Bronze,mentor_139@university.edu,https://linkedin.com/in/mentor_139,7,casual,English,65.26,0.94,4.86,,,,
M140,Mentor_140,Female,University of Kelaniya,Data Scientist,Data Science,8,"Data Analysis,Machine Learning,Cloud Computing",Colombo,66.0,94.0,Gold,mentor_140@university.edu,https://linkedin.com/in/mentor_140,9,casual,"English,Tamil",81.21,0.79,3.84,,,,
M141,Mentor_141,Male,NSBM,Consultant,Data Science,20,"Data Analysis,Python,Machine Learning",Galle,55.0,82.0,Gold,mentor_141@university.edu,https://linkedin.com/in/mentor_141,9,structured,"English,Tamil",89.86,0.83,4.43,,,,
M142,Mentor_142,Female,University of Moratuwa,Data Scientist,Cybersecurity,17,"Python,Java,Cybersecurity",Kandy,76.0,71.0,Bronze,mentor_142@university.edu,https://linkedin.com/in/mentor_142,19,structured,English,84.79,0.91,4.38,,,,
M143,Mentor_143,Female,SLIIT,Lecturer,Cybersecurity,11,"Cloud Computing,Cybersecurity,Java",Kandy,77.0,68.0,Bronze,mentor_143@university.edu,https://linkedin.com/in/mentor_143,5,formal,"English,Tamil",86.71,0.85,4.98,,,,
M144,Mentor_144,Male,University of Moratuwa,Lecturer,Data Science,3,"Python,Cloud Computing,Java",Colombo,67.0,55.0,Bronze,mentor_144@university.edu,https://linkedin.com/in/mentor_144,15,flexible,English,73.78,0.71,4.98,,,,
M145,Mentor_145,Male,IIT Sri Lanka,Consultant,AI/ML,11,"Python,Machine Learning,Cybersecurity",Galle,100.0,81.0,Gold,mentor_145@university.edu,https://linkedin.com/in/mentor_145,18,formal,"English,Sinhala",74.78,0.93,4.1,,,,
M146,Mentor_146,Male,SLIIT,Consultant,Data Science,12,"Cybersecurity,Machine Learning,Python",Galle,78.0,61.0,Silver,mentor_146@university.edu,https://linkedin.com/in/mentor_146,11,casual,English,87.38,0.91,4.85,,,,
M147,Mentor_147,Male,SLIIT,Data Scientist,Data Science,6,"Cloud Computing,Java,Data Analysis",Galle,100.0,62.0,Gold,mentor_147@university.edu,https://linkedin.com/in/mentor_147,3,casual,"English,Sinhala",78.38,0.89,4.96,,,,
M148,Mentor_148,Male,IIT Sri Lanka,Lecturer,Networking,4,"Machine Learning,Data Analysis,Cybersecurity",Kandy,100.0,75.0,Bronze,mentor_148@university.edu,https://linkedin.com/in/mentor_148,7,formal,"English,Sinhala",80.69,0.73,3.94,,,,
M149,Mentor_149,Female,University of Colombo,Lecturer,Cybersecurity,18,"Machine Learning,Cloud Computing,Data Analysis",Galle,63.0,80.0,Silver,mentor_149@university.edu,https://linkedin.com/in/mentor_149,8,flexible,"English,Tamil",66.61,0.85,4.38,,,,
M150,Mentor_150,Female,University of Peradeniya,Lecturer,Cybersecurity,8,"Data Analysis,Cloud Computing,Python",Colombo,97.0,80.0,Gold,mentor_150@university.edu,https://linkedin.com/in/mentor_150,2,casual,English,78.49,0.96,4.49,,,,
M151,Mentor_151,Male,University of Peradeniya,Consultant,AI/ML,12,"Python,Java,Cybersecurity",Gampaha,50.0,53.0,Gold,mentor_151@university.edu,https://linkedin.com/in/mentor_151,5,structured,English,74.62,0.88,4.72,,,,
M152,Mentor_152,Male,NSBM,Consultant,Networking,17,"Machine Learning,Cloud Computing,Cybersecurity",Kandy,57.0,77.0,Gold,mentor_152@university.edu,https://linkedin.com/in/mentor_152,8,formal,"English,Tamil",94.75,0.91,4.47,,,,
M153,Mentor_153,Female,NSBM,Software Engineer,Business IT,13,"Machine Learning,Cloud Computing,Data Analysis",Kurunegala,70.0,89.0,Bronze,mentor_153@university.edu,https://linkedin.com/in/mentor_153,10,casual,"English,Sinhala",73.03,0.99,4.41,,,,
M154,Mentor_154,Male,University of Kelaniya,Software Engineer,Networking,8,"Data Analysis,Cloud Computing,Cybersecurity",Galle,93.0,59.0,Gold,mentor_154@university.edu,https://linkedin.com/in/mentor_154,5,structured,"English,Tamil",66.47,0.85,4.94,,,,
M155,Mentor_155,Male,University of Colombo,Lecturer,Software Engineering,19,"Python,Cybersecurity,Data Analysis",Colombo,91.0,88.0,Gold,mentor_155@university.edu,https://linkedin.com/in/mentor_155,9,formal,English,92.97,0.8,4.53,,,,
M156,Mentor_156,Female,University of Colombo,Consultant,Software Engineering,9,"Python,Cybersecurity,Java",Gampaha,74.0,79.0,Bronze,mentor_156@university.edu,https://linkedin.com/in/mentor_156,7,formal,"English,Tamil",92.85,0.71,3.76,,,,
M157,Mentor_157,Female,University of Colombo,Lecturer,Data Science,12,"Cloud Computing,Machine Learning,Python",Kandy,100.0,63.0,Gold,mentor_157@university.edu,https://linkedin.com/in/mentor_157,10,casual,"English,Tamil",77.06,0.88,4.49,,,,
M158,Mentor_158,Female,University of Moratuwa,Lecturer,Cybersecurity,12,"Data Analysis,Python,Cloud Computing",Colombo,59.0,74.0,Bronze,mentor_158@university.edu,https://linkedin.com/in/mentor_158,9,structured,"English,Sinhala",73.48,0.98,3.57,,,,
M159,Mentor_159,Male,SLIIT,Consultant,Business IT,8,"Cybersecurity,Data Analysis,Python",Galle,77.0,83.0,Gold,mentor_159@university.edu,https://linkedin.com/in/mentor_159,7,flexible,"English,Sinhala",87.72,0.97,4.08,,,,
M160,Mentor_160,Female,University of Kelaniya,Consultant,Data Science,18,"Python,Machine Learning,Data Analysis",Gampaha,50.0,51.0,Silver,mentor_160@university.edu,https://linkedin.com/in/mentor_160,19,structured,"English,Tamil",87.31,0.89,4.92,,,,
M161,Mentor_161,Male,University of Colombo,Consultant,Software Engineering,7,"Data Analysis,Cloud Computing,Java",Kurunegala,100.0,62.0,Silver,mentor_161@university.edu,https://linkedin.com/in/mentor_161,13,structured,"English,Tamil",61.27,0.73,4.02,,,,
M162,Mentor_162,Male,University of Moratuwa,Data Scientist,Data Science,14,"Cybersecurity,Cloud Computing,Data Analysis",Colombo,50.0,72.0,Gold,mentor_162@university.edu,https://linkedin.com/in/mentor_162,6,formal,English,74.58,0.9,3.93,,,,
M163,Mentor_163,Female,University of Peradeniya,Data Scientist,Business IT,17,"Cloud Computing,Python,Java",Kandy,94.0,86.0,Gold,mentor_163@university.edu,https://linkedin.com/in/mentor_163,5,casual,"English,Tamil",82.43,0.76,3.81,,,,
M164,Mentor_164,Male,NSBM,Software Engineer,Data Science,15,"Machine Learning,Cybersecurity,Python",Kurunegala,76.0,69.0,Bronze,mentor_164@university.edu,https://linkedin.com/in/mentor_164,12,structured,English,65.97,0.79,3.97,,,,
M165,Mentor_165,Male,University of Colombo,Lecturer,Data Science,13,"Cybersecurity,Java,Python",Gampaha,63.0,100.0,Silver,mentor_165@university.edu,https://linkedin.com/in/mentor_165,14,casual,"English,Sinhala",69.35,0.81,4.36,,,,
M166,Mentor_166,Female,University of Peradeniya,Data Scientist,AI/ML,12,"Java,Data Analysis,Cybersecurity",Gampaha,90.0,73.0,Gold,mentor_166@university.edu,https://linkedin.com/in/mentor_166,12,structured,"English,Tamil",62.73,0.91,4.26,,,,
M167,Mentor_167,Female,IIT Sri Lanka,Lecturer,AI/ML,3,"Machine Learning,Cybersecurity,Python",Gampaha,85.0,94.0,Bronze,mentor_167@university.edu,https://linkedin.com/in/mentor_167,2,flexible,"English,Tamil",91.35,0.75,4.53,,,,
M168,Mentor_168,Female,University of Moratuwa,Lecturer,Cybersecurity,13,"Machine Learning,Data Analysis,Cybersecurity",Kandy,71.0,52.0,Gold,mentor_168@university.edu,https://linkedin.com/in/mentor_168,3,flexible,English,67.77,0.93,3.7,,,,
M169,Mentor_169,Male,University of Colombo,Data Scientist,Networking,18,"Machine Learning,Java,Python",Colombo,72.0,71.0,Gold,mentor_169@university.edu,https://linkedin.com/in/mentor_169,11,flexible,"English,Sinhala",79.07,0.81,4.31,,,,
M170,Mentor_170,Female,University of Moratuwa,Lecturer,Cybersecurity,10,"Machine Learning,Python,Data Analysis",Colombo,88.0,72.0,Bronze,mentor_170@university.edu,https://linkedin.com/in/mentor_170,11,formal,"English,Sinhala",87.05,0.9,3.89,,,,
M171,Mentor_171,Male,NSBM,Data Scientist,Software Engineering,7,"Python,Data Analysis,Cloud Computing",Colombo,78.0,50.0,Bronze,mentor_171@university.edu,https://linkedin.com/in/mentor_171,9,formal,"English,Tamil",70.93,0.87,3.92,,,,
M172,Mentor_172,Female,IIT Sri Lanka,Lecturer,AI/ML,15,"Python,Data Analysis,Java",Kurunegala,85.0,97.0,Silver,mentor_172@university.edu,https://linkedin.com/in/mentor_172,3,flexible,"English,Tamil",78.81,0.91,4.99,,,,
M173,Mentor_173,Female,University of Peradeniya,Data Scientist,AI/ML,6,"Machine Learning,Cybersecurity,Data Analysis",Galle,71.0,58.0,Bronze,mentor_173@university.edu,https://linkedin.com/in/mentor_173,4,flexible,"English,Tamil",78.17,0.76,4.94,,,,
M174,Mentor_174,Female,University of Colombo,Consultant,Business IT,10,"Cloud Computing,Java,Cybersecurity",Galle,60.0,56.0,Bronze,mentor_174@university.edu,https://linkedin.com/in/mentor_174,3,flexible,"English,Tamil",77.62,0.91,3.75,,,,
M175,Mentor_175,Male,NSBM,Software Engineer,Networking,14,"Java,Python,Machine Learning",Galle,55.0,72.0,Bronze,mentor_175@university.edu,https://linkedin.com/in/mentor_175,17,formal,"English,Tamil",64.43,0.81,4.39,,,,
M176,Mentor_176,Male,University of Peradeniya,Software Engineer,Business IT,6,"Data Analysis,Python,Machine Learning",Galle,88.0,93.0,Gold,mentor_176@university.edu,https://linkedin.com/in/mentor_176,9,formal,"English,Sinhala",86.86,0.93,3.6,,,,
M177,Mentor_177,Male,NSBM,Data Scientist,Data Science,14,"Machine Learning,Python,Java",Galle,53.0,80.0,Silver,mentor_177@university.edu,https://linkedin.com/in/mentor_177,2,formal,English,62.24,0.94,4.97,,,,
M178,Mentor_178,Male,University of Kelaniya,Software Engineer,Business IT,13,"Python,Java,Cloud Computing",Colombo,87.0,75.0,Silver,mentor_178@university.edu,https://linkedin.com/in/mentor_178,8,formal,"English,Sinhala",77.1,0.74,3.62,,,,
M179,Mentor_179,Male,University of Colombo,Software Engineer,Networking,2,"Cybersecurity,Java,Data Analysis",Gampaha,92.0,96.0,Silver,mentor_179@university.edu,https://linkedin.com/in/mentor_179,8,structured,"English,Tamil",72.64,0.83,4.31,,,,
M180,Mentor_180,Female,NSBM,Software Engineer,Software Engineering,14,"Cloud Computing,Data Analysis,Machine Learning",Kurunegala,69.0,87.0,Bronze,mentor_180@university.edu,https://linkedin.com/in/mentor_180,4,structured,English,71.28,0.95,3.54,,,,
M181,Mentor_181,Male,NSBM,Data Scientist,AI/ML,4,"Java,Cybersecurity,Cloud Computing",Colombo,96.0,71.0,Gold,mentor_181@university.edu,https://linkedin.com/in/mentor_181,3,structured,"English,Sinhala",93.63,0.91,3.99,,,,
M182,Mentor_182,Male,SLIIT,Lecturer,Cybersecurity,7,"Machine Learning,Data Analysis,Cloud Computing",Kurunegala,89.0,95.0,Silver,mentor_182@university.edu,https://linkedin.com/in/mentor_182,13,structured,English,89.04,0.91,3.87,,,,
M183,Mentor_183,Male,University of Peradeniya,Data Scientist,Networking,6,"Machine Learning,Data Analysis,Python",Kandy,50.0,89.0,Bronze,mentor_183@university.edu,https://linkedin.com/in/mentor_183,17,flexible,English,69.94,0.88,4.15,,,,
M184,Mentor_184,Female,SLIIT,Data Scientist,Networking,12,"Python,Cybersecurity,Data Analysis",Colombo,80.0,67.0,Bronze,mentor_184@university.edu,https://linkedin.com/in/mentor_184,16,formal,English,90.47,0.9,4.48,,,,
M185,Mentor_185,Female,University of Colombo,Software Engineer,Cybersecurity,10,"Machine Learning,Cloud Computing,Data Analysis",Gampaha,74.0,54.0,Gold,mentor_185@university.edu,https://linkedin.com/in/mentor_185,12,casual,"English,Sinhala",80.1,0.74,3.77,,,,
M186,Mentor_186,Male,University of Colombo,Consultant,Networking,2,"Java,Cybersecurity,Data Analysis",Kurunegala,63.0,69.0,Gold,mentor_186@university.edu,https://linkedin.com/in/mentor_186,2,structured,"English,Sinhala",93.46,0.83,3.62,,,,
M187,Mentor_187,Male,University of Peradeniya,Lecturer,Cybersecurity,4,"Machine Learning,Data Analysis,Java",Colombo,91.0,53.0,Silver,mentor_187@university.edu,https://linkedin.com/in/mentor_187,18,structured,English,76.55,0.96,4.97,,,,
M188,Mentor_188,Male,University of Kelaniya,Lecturer,Software Engineering,2,"Cybersecurity,Cloud Computing,Machine Learning",Colombo,80.0,66.0,Bronze,mentor_188@university.edu,https://linkedin.com/in/mentor_188,16,formal,"English,Sinhala",66.74,0.85,3.88,,,,
M189,Mentor_189,Female,SLIIT,Software Engineer,Cybersecurity,14,"Java,Cybersecurity,Data Analysis",Colombo,90.0,66.0,Silver,mentor_189@university.edu,https://linkedin.com/in/mentor_189,7,casual,English,78.3,0.72,3.88,,,,
M190,Mentor_190,Female,SLIIT,Software Engineer,AI/ML,12,"Cloud Computing,Python,Machine Learning",Galle,81.0,58.0,Silver,mentor_190@university.edu,https://linkedin.com/in/mentor_190,16,casual,"English,Sinhala",91.52,0.71,3.67,,,,
